phrase,image,category
out of the running,15281197811125191619464521134125435236236295434442167270934637611435704899030,Literal
get a move on,41470560353665952938316938319009172887886537077363604712276910158588847914131,Figurative
save someone's skin,9285793034076793489534454108943845571066245377966151501437857619987475039765,Figurative
over the moon,28229174037721090570234630508334892858128821876302638083753127325595699803,Figurative
no holds barred,2374587910689431301373036619840631635607729395186029395576797432640576609198,Figurative
put two and two together,93455519359340450631141154790307438647086910650748050983865158714496180056765,Figurative
put your shoulder to the wheel,57208896648990502460440971861866835809841852556179678054591552518627683013523,Partial Literal
put the moves on,25204666200785069411854310713177158297927615016505901058733171828934305669870,Figurative
go down the pan,29046814913224341852788027048065598938506652444175402647744538354835042686253,Partial Literal
go downhill,97493923906247096503084540727284418063707761896243886557121702531392415846897,Literal
see the light,92530949152012748160191335574997585402861494819945073589927220965751431652749,Partial Literal
on the ball,112760693243126270236332693006241487986407661109293194952063033466352969412608,Figurative
run someone ragged,52008590961933626924193892008511026271380490792868445394813362217844677603406,Figurative
draw a blank,36886131910899101798929223106693377931586770303372328554206918845285093130157,Figurative+Literal
eat your words,87113353722332477850351622634636540658707329047609548871754314971313741751726,Figurative
light at the end of the tunnel,43260595918690061701668227695397858034929288336635162080801798707169901285173,Partial Literal
few and far between,106423104369167455050193950821724722344940994348958438699421728993344143520183,Figurative
rub shoulders,28349404810587739634449027309564432339743413912664113897952454262348612961817,Figurative+Literal
kiss and make up,83473340752431048795820977069836949727387630189349645777079184938878058353448,Figurative
from stem to stern,14048764697972396636236097467188542900092971778942314538532076451326389866867,Figurative
hold your horses,106014087986831305892904226909258803401827509657240387956126411980401948656663,Literal
not cricket,37497133118814603428852445265200644685652364999081275451449822200067028346862,Literal
bear in mind,37503664319980358996568652926476272285882162881184053502486409005269358645588,Figurative
in the black,30521765106578813630936566889003721017148438601874774997962500526103134217339,Figurative
all over the shop,88910933564805765382475536770514639951181582635323955089600480167037682770802,Figurative
in the swim,38150690984776267877500849344143862947656053401369625076296102598572798545556,Figurative+Literal
sail close to the wind,74978418676257448529287444521513526987056891928144787028706278543388925508030,Partial Literal
walk all over,40550559281766698530181602245670988156647664785169465084774851584192309973550,Figurative
get under someone's skin,30294798134745714961678549542440066483437174707511332770771306474107632192941,Figurative
crystal clear,19164822111163582856812359829877781925023502219750608942633807656443548699241,Figurative
make a clean break,43203359458349351157394652527751192892694464022272382528547220582338286849439,Figurative
get your skates on,26812677266056379012861787347383323207344074833616242413195940275897854574001,Partial Literal
foam at the mouth,54098241480841401759722789670128407852638465781957806011594570207831940895033,Figurative+Literal
turn up trumps,63459988941079434834113100790697984690543668397850882434029131701114106683668,Partial Literal
tired and emotional,100650818690740303220232011666178070188794351531745541569888683368381271665228,Literal
rock the boat,88975066759223199437308411874644403880210930464527084851910561003883998096979,Literal
play games,30185041862749116031242840283701137728866132126861988479841057071627776233647,Figurative
chase rainbows,35146005023398018061449474214706024137394304761602020800103362813039326904037,Partial Literal
pull the plug,23120712283436712655466688304830857390812753567034000504382309478898272663652,Literal
jump down someone's throat,94321171268468468561474911599533643863078265632325739977915399434482351021168,Figurative
on board,9297516434298064501816030056123806035049061153874774432792784645884756992053,Figurative
fall between two stools,67602842158219618132054326931601799199113008171473833626705989543249541562066,Literal
foam at the mouth,32623516136499338263848050257702685340541984696205709576763064889785475742029,Figurative+Literal
batten down the hatches,103262835559552646628639221623194467434286587542951848205468931241838470513308,Literal
mend fences,2165247389507206262598096460929488732837941456569808334901604242517486638869,Literal
off the wall,67560856295868897760516290970494336065016814554113677637323797715161941829067,Figurative
peaches and cream,24285994819071233301648916373291418013822759698806753583386185617235120315879,Literal
kick up your heels,70336889161617625417110060695054521575690413223603343144828753036302084830276,Figurative+Literal
under the weather,54707724374505886826000737264845822125276393173869359902595668309828900202861,Figurative
high and dry,27340738235618930045512389788758543783702962257989674359031931376001674788489,Figurative+Literal
lead someone up the garden path,88062431839772981245444480835846534378513891183876536822681302486990532133512,Partial Literal
beat swords into ploughshares,33238688750205548397237528102011659412893431442287456875133841927517833915911,Literal
hold water,80591623839696587796127100151511100531556463553152985670330144669304627046824,Literal
catch a cold,111147579704197640304692980664818371842571032728957696231789736767005517510347,Figurative+Literal
get under someone's skin,72669868745827659609608543546443865403762666724372909770491160023662163166910,Figurative
show someone the door,7943582111615741091653143819867112276373519030144442022412453650778406887792,Figurative
snap someone's head off,24265195268276427957377779352491839447859370259121926188378822818694979193095,Figurative+Literal
cost the earth,49653144523480146552648404083894384735042665236584094089967050782574727222474,Partial Literal
prop up the bar,107575668420059931234143104918273922078681721765649513488439876946284972698648,Partial Literal
pound the pavement,114317798377214420875098810217037162403518278196758974902907689442655582548175,Figurative
jockey for position,93559454129900407480439428557064315224315325033248098253221315698589997440884,Figurative+Literal
throw a wobbly,76931919567797742577854494813896675648474401480291115018568850577649463818864,Figurative
