phrase,image,category
hit the road,48151859607197788488431121698321517853945461933567779026262190693591178933701,Figurative
make hay,47596749256511392678504668417095225473775784149341349209046164478655650610642,Partial Literal
on top of the world,19445572305568773883808577026048286469276841268551074656365167494308056589162,Figurative
rake over old coals,108592990748082426487893448717632555812854717389824541821192466875357944141884,Partial Literal
pop the question,6642541254309376553576349979173490902930350045935889097067881769607865453165,Figurative
for my money,15716182437029252099639550508974471673573913688908520329310057355841813562643,Random
pull up stakes,85223420363463874520446137754383398689756791425243586069778893583529242091139,Partial Literal
split the difference,73255508231633599542429624338955001389230035012721748066595856185381633825351,Random
be left holding the baby,59297794236675512275348045866508821934411179162331366027074631224798266998953,Literal
within living memory,92482906056870722454107288797478910333164661312616623556751894304809444880120,Random
off the hook,91166799690582116531172541905274795320052972452022968123411905279847470167001,Figurative
have the last laugh,52973394366285689067504628821366105182367721886027308228988867884358991920894,Figurative
dog tired,85192924261453668926517780882013879597115903863779952163567456116730691948754,Random
small potatoes,51199200601685562580315972407381874206704846403556732893569907327731517119743,Random
fit to be tied,14549373221274629818478650682194593958069167378264017794966351637406380319004,Figurative
lose your shirt,83665339512067763057810120891041847740066768878874545503752202169721325303947,Figurative
dressed to kill,23575864866485793245043106527059062280396396756985405103094715266447441797564,Figurative+Literal
make a move,21517614025573966537249448489329875372412836163106049059440381112659868031510,Figurative
jack of all trades,17355149977554178479051224425535296816794449503103634981908163694366396666640,Random
show someone the door,7943582111615741091653143819867112276373519030144442022412453650778406887792,Figurative
catch the sun,33295000810244944449287089571599618252013149287913341282226448440322883652832,Literal
on the horn,91960847584406287434625743029260398392906445749421512786274693445273941716383,Random
slap on the wrist,6898820553980547327351093815867430360883107940656598008254681453530605641204,Literal
shrinking violet,87315768726816295775476393768963223969076155950539843720443530424667080341855,Partial Literal
over the counter,69971560643573669860288108193632229442544110225097028287977213121240848777568,Literal
away with the fairies,13582659275679201387414987298294535924290021076079208638871457968431459952934,Figurative
twist someone's arm,86421679325298563966876089351163494123521711009305174013212336798026207292455,Figurative+Literal
lose your shirt,8186424208589016530493384534786206246046069069398235018276377355204941463634,Figurative+Literal
run riot,109530992873166035134515819630967195970405098805965001703379529415817650897160,Random
full marks,100916957126320643669038890066427040512248645386412560221448478600761225638568,Figurative
much of a muchness,77293997136132955656104476239508558883167969018852038948832054099060388862241,Figurative
odds and ends,99540327384741275344471621962739822720953419831483904080348480144295298963066,Figurative
heavy hitter,14687389758921786821305170698531559855528555450852928609420836204019592532743,Random
burn rubber,97120628349859379696240103619584576292896488770796983540980210193547158254903,Partial Literal
rub shoulders,20438944081642539833848584980388154838351002330379098065422070454826583695663,Figurative+Literal
under lock and key,94769063609166089576600557642049301906792386618781142429896939900540269314858,Figurative
press the panic button,18931325613087079612460690966876604441190644413278131192454666096181092607506,Random
chew the cud,78088770437610160186703561666341129177094698635871479542863506074933535433763,Figurative
slap on the wrist,72097506717028529269224311995668667272417417229257660118923234213322792314363,Figurative
get the boot,27236038219907998365041778705385603743903104009395685288794756146427826936971,Random
bundle of joy,65153002453260638715268656654039475130484354888341347451674625813811485017298,Figurative
sit tight,7931767032575140884405972800123176855454133052249867889026804156327263714498,Literal
pick holes,12659112644353326765099587858407796717026859418669025236257128400629767385549,Random
carrot and stick,248402186196201993461717494666956363717352803590036600457782523609843672502,Literal
off the wall,104140458931518176042131480037736752066352995075424083654824248955909962574269,Figurative
in the long run,2075091560562206675018523365212002250148866259281968213007131153181049682422,Figurative
tongue in cheek,58400157145725066951740612184645677440116292624499335517566698314372726242893,Figurative+Literal
the joke is on someone,101780222472662473342258190078003772645661467747805981731250083558518717421640,Random
on the money,103668801854765066737347107132408297320520299727058383347226484379689236622769,Figurative
put words in someone's mouth,44091994168283463458969852299772976350720483407304916888013393707178567897819,Literal
fun and games,58888472164296881080423480352850780325869093916172614864426893409205665223078,Figurative+Literal
out of this world,53711668552720441470757854420091051374081504993788680510316437827712826925874,Literal
bundle of joy,136682134311541426609807851814130049098285149863053095679449286260086897440,Figurative
cap in hand,778724836865270279692162330817855962111788323136298614343879543512199823760,Random
play games,115782748657212658764537837829136410876045966012506180956143776029362709212559,Literal
kiss ass,106608784900414821067098766955591675502171892722553549270003621135978062506402,Random
buy the farm,34639687327494804221963286461045038554912319909723527585893242859048609688030,Random
hit the ceiling,26841651261554698222779849143060870254648042635335626609924291314314232817717,Literal
twist someone's arm,2378095218891683730383839216214431585634849901866725096928818439781636792171,Figurative+Literal
hit the road,4732716824137399455034208268555715727900975385308201485718890974637591297061,Figurative+Literal
bend someone's ear,41434588709562528744220275174508287423207002849053763405018325503262929564846,Random
out of this world,45256005829329101429331090085993422690727001633454332760517262360956091351742,Figurative
